function, , time (ms), max (ms), num
"com/fasterxml/jackson/databind/JsonMappingException.prependPath:(Lcom/fasterxml/jackson/databind/JsonMappingException$Reference;)V", "all", 2, 2, 1
"com/fasterxml/jackson/databind/deser/impl/UnsupportedTypeDeserializer.<init>:(Lcom/fasterxml/jackson/databind/JavaType;Ljava/lang/String;)V", "all", 2, 2, 1
"com/fasterxml/jackson/databind/cfg/CoercionConfigs.<init>:()V", "all", 2, 2, 1
"com/fasterxml/jackson/databind/deser/std/StdKeyDeserializer.<init>:(ILjava/lang/Class;Lcom/fasterxml/jackson/databind/deser/std/FromStringDeserializer;)V", "all", 2, 2, 1
"java/lang/IllegalStateException.<init>:()V", "all", 2, 0, 3
"com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.getConfig:()Lcom/fasterxml/jackson/databind/cfg/MapperConfig;", "all", 2, 2, 1
"java/lang/Boolean.valueOf:(Z)Ljava/lang/Boolean;", "all", 2, 1, 2
"java/io/FileInputStream.<init>:(Ljava/lang/String;)V", "all", 2, 1, 2
"java/util/concurrent/atomic/AtomicReference.<init>:(Ljava/lang/Object;)V", "all", 2, 1, 2
"com/fasterxml/jackson/databind/util/ClassUtil.backticked:(Ljava/lang/String;)Ljava/lang/String;", "all", 2, 2, 1
"java/lang/Exception.<init>:()V", "all", 2, 0, 3
"com/fasterxml/jackson/databind/introspect/AnnotatedMethodMap.<init>:()V", "all", 2, 1, 2
"java/util/Objects.equals:(Ljava/lang/Object;Ljava/lang/Object;)Z", "all", 2, 1, 2
"com/fasterxml/jackson/databind/type/TypeBindings.typeParameterArray:()[Lcom/fasterxml/jackson/databind/JavaType;", "all", 2, 2, 1
"com/fasterxml/jackson/databind/introspect/AnnotatedMethod.getRawType:()Ljava/lang/Class;", "all", 2, 1, 2
"java/util/HashMap.<init>:(I)V", "all", 2, 1, 2
"com/fasterxml/jackson/databind/type/TypeBindings.createIfNeeded:(Ljava/lang/Class;Lcom/fasterxml/jackson/databind/JavaType;)Lcom/fasterxml/jackson/databind/type/TypeBindings;", "all", 2, 2, 1
"com/fasterxml/jackson/databind/deser/std/StdDeserializer.isDefaultKeyDeserializer:(Lcom/fasterxml/jackson/databind/KeyDeserializer;)Z", "all", 2, 2, 1
"com/fasterxml/jackson/databind/introspect/BasicBeanDescription.findPOJOBuilder:()Ljava/lang/Class;", "all", 2, 2, 1
"java/lang/reflect/Method.getParameterAnnotations:()[[Ljava/lang/annotation/Annotation;", "all", 2, 1, 2
"com/fasterxml/jackson/databind/AnnotationIntrospector$ReferenceProperty.isManagedReference:()Z", "all", 1, 1, 1
"java/util/concurrent/locks/Lock.unlock:()V", "all", 1, 1, 2
"com/fasterxml/jackson/databind/PropertyMetadata$MergeInfo.createForTypeOverride:(Lcom/fasterxml/jackson/databind/introspect/AnnotatedMember;)Lcom/fasterxml/jackson/databind/PropertyMetadata$MergeInfo;", "all", 1, 1, 1
"sf_unlock", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.materializeAbstractType:(Lcom/fasterxml/jackson/databind/DeserializationContext;Lcom/fasterxml/jackson/databind/JavaType;Lcom/fasterxml/jackson/databind/BeanDescription;)Lcom/fasterxml/jackson/databind/JavaType;", "all", 1, 1, 2
"com/fasterxml/jackson/databind/introspect/AnnotatedClass$Creators.<init>:(Lcom/fasterxml/jackson/databind/introspect/AnnotatedConstructor;Ljava/util/List;Ljava/util/List;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/introspect/AnnotatedMethodMap.find:(Ljava/lang/String;[Ljava/lang/Class;)Lcom/fasterxml/jackson/databind/introspect/AnnotatedMethod;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/cfg/ConfigOverrides.<init>:()V", "all", 1, 1, 1
"java/lang/NullPointerException.<init>:()V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/JsonMappingException.prependPath:(Ljava/lang/Object;Ljava/lang/String;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/introspect/BasicClassIntrospector._isStdJDKCollection:(Lcom/fasterxml/jackson/databind/JavaType;)Z", "all", 1, 1, 1
"com/fasterxml/jackson/databind/cfg/ConfigOverride.getFormat:()Lcom/fasterxml/jackson/annotation/JsonFormat$Value;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/ext/OptionalHandlerFactory.hasSuperClassStartingWith:(Ljava/lang/Class;Ljava/lang/String;)Z", "all", 1, 1, 1
"com/fasterxml/jackson/databind/cfg/ConstructorDetector.requireCtorAnnotation:()Z", "all", 1, 1, 1
"java/io/File.<init>:(Ljava/lang/String;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/introspect/AnnotatedCreatorCollector.<init>:(Lcom/fasterxml/jackson/databind/AnnotationIntrospector;Lcom/fasterxml/jackson/databind/introspect/TypeResolutionContext;Z)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/type/ArrayType.getEmptyArray:()[Ljava/lang/Object;", "all", 1, 1, 1
"com/fasterxml/jackson/core/JsonParser.close:()V", "all", 1, 0, 4
"com/fasterxml/jackson/databind/deser/BeanDeserializerBuilder.addOrReplaceProperty:(Lcom/fasterxml/jackson/databind/deser/SettableBeanProperty;Z)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/PropertyMetadata.getMergeInfo:()Lcom/fasterxml/jackson/databind/PropertyMetadata$MergeInfo;", "all", 1, 1, 2
"com/fasterxml/jackson/databind/ser/BeanSerializerFactory.<init>:(Lcom/fasterxml/jackson/databind/cfg/SerializerFactoryConfig;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/ext/Java7HandlersImpl.getDeserializerForJavaNioFilePath:(Ljava/lang/Class;)Lcom/fasterxml/jackson/databind/JsonDeserializer;", "all", 1, 1, 1
"java/util/LinkedHashMap.<init>:(I)V", "all", 1, 0, 3
"com/fasterxml/jackson/databind/cfg/MapperConfigBase.getAttributes:()Lcom/fasterxml/jackson/databind/cfg/ContextAttributes;", "all", 1, 1, 1
"java/util/LinkedHashSet.add:(Ljava/lang/Object;)Z", "all", 1, 0, 2
"sf_monitorexit", "all", 1, 1, 1
"com/fasterxml/jackson/databind/PropertyName.<init>:(Ljava/lang/String;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/IgnorePropertiesUtil$Checker.construct:(Ljava/util/Set;Ljava/util/Set;)Lcom/fasterxml/jackson/databind/util/IgnorePropertiesUtil$Checker;", "all", 1, 1, 1
"java/util/concurrent/ConcurrentHashMap.<init>:(IFI)V", "all", 1, 0, 2
"com/fasterxml/jackson/core/JacksonException.<init>:(Ljava/lang/String;)V", "all", 1, 1, 1
"java/lang/Boolean.<init>:(Z)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/JavaType.isEnumImplType:()Z", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap$AddTask.<init>:(Lcom/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap;Lcom/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap$Node;I)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/std/PrimitiveArrayDeserializers$BooleanDeser.<init>:()V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/cfg/MapperConfig.getDefaultTyper:(Lcom/fasterxml/jackson/databind/JavaType;)Lcom/fasterxml/jackson/databind/jsontype/TypeResolverBuilder;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/cfg/DatatypeFeatures.defaultFeatures:()Lcom/fasterxml/jackson/databind/cfg/DatatypeFeatures;", "all", 1, 0, 2
"com/fasterxml/jackson/databind/deser/std/AtomicBooleanDeserializer.<init>:()V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/BasicDeserializerFactory._findCustomBeanDeserializer:(Lcom/fasterxml/jackson/databind/JavaType;Lcom/fasterxml/jackson/databind/DeserializationConfig;Lcom/fasterxml/jackson/databind/BeanDescription;)Lcom/fasterxml/jackson/databind/JsonDeserializer;", "all", 1, 1, 2
"com/fasterxml/jackson/databind/jdk14/JDK14Util$RecordAccessor.instance:()Lcom/fasterxml/jackson/databind/jdk14/JDK14Util$RecordAccessor;", "all", 1, 0, 2
"com/fasterxml/jackson/databind/DeserializationConfig.getDeserializationFeatures:()I", "all", 1, 1, 1
"com/fasterxml/jackson/databind/exc/MismatchedInputException.<init>:(Lcom/fasterxml/jackson/core/JsonParser;Ljava/lang/String;Ljava/lang/Class;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/introspect/AnnotatedMethodCollector.<init>:(Lcom/fasterxml/jackson/databind/AnnotationIntrospector;Lcom/fasterxml/jackson/databind/introspect/ClassIntrospector$MixInResolver;Z)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/std/JsonNodeDeserializer$ArrayDeserializer.getInstance:()Lcom/fasterxml/jackson/databind/deser/std/JsonNodeDeserializer$ArrayDeserializer;", "all", 1, 1, 1
"java/util/concurrent/atomic/AtomicLongArray.lazySet:(IJ)V", "all", 1, 0, 2
"com/fasterxml/jackson/databind/ObjectMapper.secureGetServiceLoader:(Ljava/lang/Class;Ljava/lang/ClassLoader;)Ljava/util/ServiceLoader;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/DeserializationConfig.initialize:(Lcom/fasterxml/jackson/core/JsonParser;)Lcom/fasterxml/jackson/core/JsonParser;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/impl/BeanPropertyMap._buildAliasMapping:(Ljava/util/Map;ZLjava/util/Locale;)Ljava/util/Map;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/BeanDeserializerBuilder.setPOJOBuilder:(Lcom/fasterxml/jackson/databind/introspect/AnnotatedMethod;Lcom/fasterxml/jackson/databind/annotation/JsonPOJOBuilder$Value;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/cfg/MapperConfigBase.getActiveView:()Ljava/lang/Class;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/ObjectMapper._verifyNoTrailingTokens:(Lcom/fasterxml/jackson/core/JsonParser;Lcom/fasterxml/jackson/databind/DeserializationContext;Lcom/fasterxml/jackson/databind/JavaType;)V", "all", 1, 1, 2
"java/util/TreeMap.<init>:()V", "all", 1, 0, 3
"sf_not_null", "all", 1, 0, 11
"com/fasterxml/jackson/databind/deser/std/DateDeserializers$CalendarDeserializer.<init>:()V", "all", 1, 1, 1
"java/lang/reflect/AccessibleObject.setAccessible:(Z)V", "all", 1, 1, 2
"com/fasterxml/jackson/databind/deser/impl/ReadableObjectId.tryToResolveUnresolved:(Lcom/fasterxml/jackson/databind/DeserializationContext;)Z", "all", 1, 1, 1
"java/util/HashMap.clear:()V", "all", 1, 0, 4
"java/lang/Class.getEnumConstants:()[Ljava/lang/Object;", "all", 1, 1, 1
"java/lang/Enum.name:()Ljava/lang/String;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/type/ResolvedRecursiveType.getSelfReferencedType:()Lcom/fasterxml/jackson/databind/JavaType;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/impl/ObjectIdReader.getDeserializer:()Lcom/fasterxml/jackson/databind/JsonDeserializer;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/PropertyMetadata$MergeInfo.createForDefaults:(Lcom/fasterxml/jackson/databind/introspect/AnnotatedMember;)Lcom/fasterxml/jackson/databind/PropertyMetadata$MergeInfo;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/DeserializerCache._handleUnknownKeyDeserializer:(Lcom/fasterxml/jackson/databind/DeserializationContext;Lcom/fasterxml/jackson/databind/JavaType;)Lcom/fasterxml/jackson/databind/KeyDeserializer;", "all", 1, 1, 2
"java/util/HashMap.isEmpty:()Z", "all", 1, 0, 2
"com/fasterxml/jackson/databind/util/EnumResolver.isFromIntValue:()Z", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/SettableBeanProperty.setObjectIdInfo:(Lcom/fasterxml/jackson/databind/introspect/ObjectIdInfo;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/ClassUtil.isProxyType:(Ljava/lang/Class;)Z", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/std/DateDeserializers$CalendarDeserializer.<init>:(Ljava/lang/Class;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/cfg/ConfigOverride.getVisibility:()Lcom/fasterxml/jackson/annotation/JsonAutoDetect$Value;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/ClassUtil.unwrapAndThrowAsIAE:(Ljava/lang/Throwable;Ljava/lang/String;)V", "all", 1, 0, 2
"com/fasterxml/jackson/databind/deser/std/StdKeyDeserializers._findExplicitStringFactoryMethod:(Ljava/util/List;)Lcom/fasterxml/jackson/databind/introspect/AnnotatedMethod;", "all", 1, 1, 2
"com/fasterxml/jackson/databind/introspect/AnnotatedMember.getAllAnnotations:()Lcom/fasterxml/jackson/databind/introspect/AnnotationMap;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/ClassUtil._interfaces:(Ljava/lang/Class;)[Ljava/lang/Class;", "all", 1, 1, 1
"java/lang/reflect/Method.getGenericParameterTypes:()[Ljava/lang/reflect/Type;", "all", 1, 1, 1
"java/util/Map.keySet:()Ljava/util/Set;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/PropertyMetadata$MergeInfo.createForPropertyOverride:(Lcom/fasterxml/jackson/databind/introspect/AnnotatedMember;)Lcom/fasterxml/jackson/databind/PropertyMetadata$MergeInfo;", "all", 1, 1, 1
"com/fasterxml/jackson/dataformat/yaml/util/StringQuotingChecker$Default.instance:()Lcom/fasterxml/jackson/dataformat/yaml/util/StringQuotingChecker$Default;", "all", 1, 1, 1
"java/lang/Class.getDeclaredConstructors:()[Ljava/lang/reflect/Constructor;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/ClassUtil.getRootCause:(Ljava/lang/Throwable;)Ljava/lang/Throwable;", "all", 1, 1, 1
"java/util/LinkedHashSet.size:()I", "all", 1, 0, 2
"com/fasterxml/jackson/databind/introspect/AnnotatedMethod.getType:()Lcom/fasterxml/jackson/databind/JavaType;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/impl/ErrorThrowingDeserializer.<init>:(Ljava/lang/NoClassDefFoundError;)V", "all", 1, 0, 2
"com/fasterxml/jackson/databind/deser/std/StdValueInstantiator.configureFromArraySettings:(Lcom/fasterxml/jackson/databind/introspect/AnnotatedWithParams;Lcom/fasterxml/jackson/databind/JavaType;[Lcom/fasterxml/jackson/databind/deser/SettableBeanProperty;)V", "all", 1, 1, 1
"java/util/LinkedList.getFirst:()Ljava/lang/Object;", "all", 1, 0, 2
"com/fasterxml/jackson/databind/cfg/DeserializerFactoryConfig.hasKeyDeserializers:()Z", "all", 1, 1, 1
"com/fasterxml/jackson/databind/DatabindException.<init>:(Ljava/lang/String;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/BeanDeserializerFactory._validateSubType:(Lcom/fasterxml/jackson/databind/DeserializationContext;Lcom/fasterxml/jackson/databind/JavaType;Lcom/fasterxml/jackson/databind/BeanDescription;)V", "all", 1, 1, 2
"java/lang/Class.getEnclosingMethod:()Ljava/lang/reflect/Method;", "all", 1, 1, 1
"java/lang/String.indexOf:(II)I", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/BeanDeserializerModifier.modifyEnumDeserializer:(Lcom/fasterxml/jackson/databind/DeserializationConfig;Lcom/fasterxml/jackson/databind/JavaType;Lcom/fasterxml/jackson/databind/BeanDescription;Lcom/fasterxml/jackson/databind/JsonDeserializer;)Lcom/fasterxml/jackson/databind/JsonDeserializer;", "all", 1, 0, 2
"com/fasterxml/jackson/databind/introspect/AnnotatedMethod.toString:()Ljava/lang/String;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/std/FromStringDeserializer$Std.<init>:(Ljava/lang/Class;I)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/DeserializationContext.getNodeFactory:()Lcom/fasterxml/jackson/databind/node/JsonNodeFactory;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/impl/ObjectIdReader.getIdType:()Lcom/fasterxml/jackson/databind/JavaType;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/introspect/AnnotationMap.<init>:()V", "all", 1, 1, 1
"java/util/List.stream:()Ljava/util/stream/Stream;", "all", 1, 1, 1
"com/fasterxml/jackson/core/JsonFactory.createParser:(Ljava/io/File;)Lcom/fasterxml/jackson/core/JsonParser;", "all", 1, 1, 2
"com/fasterxml/jackson/databind/deser/BeanDeserializerModifier.updateProperties:(Lcom/fasterxml/jackson/databind/DeserializationConfig;Lcom/fasterxml/jackson/databind/BeanDescription;Ljava/util/List;)Ljava/util/List;", "all", 1, 0, 2
"java/lang/reflect/Modifier.isPublic:(I)Z", "all", 1, 0, 6
"com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector._removeUnwantedProperties:(Ljava/util/Map;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/BasicDeserializerFactory$CreatorCollectionState.hasImplicitConstructorCandidates:()Z", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/ClassUtil.getClassDescription:(Ljava/lang/Object;)Ljava/lang/String;", "all", 1, 1, 1
"java/lang/ClassLoader.loadClass:(Ljava/lang/String;)Ljava/lang/Class;", "all", 1, 1, 2
"com/fasterxml/jackson/databind/introspect/AnnotatedAndMetadata.<init>:(Lcom/fasterxml/jackson/databind/introspect/Annotated;Ljava/lang/Object;)V", "all", 1, 1, 1
"java/lang/Class.getAnnotation:(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/jsontype/impl/StdTypeResolverBuilder.getDefaultImpl:()Ljava/lang/Class;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/cfg/ContextAttributes.getEmpty:()Lcom/fasterxml/jackson/databind/cfg/ContextAttributes;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/ObjectMapper$2.<init>:(Ljava/lang/ClassLoader;Ljava/lang/Class;)V", "all", 1, 1, 1
"sf_could_throw", "all", 1, 0, 12
"com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.isPotentialBeanType:(Ljava/lang/Class;)Z", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/BasicDeserializerFactory$CreatorCollectionState.hasExplicitFactories:()Z", "all", 1, 1, 1
"java/util/concurrent/atomic/AtomicLongArray.<init>:(I)V", "all", 1, 0, 2
"com/fasterxml/jackson/databind/util/ClassUtil.throwIfError:(Ljava/lang/Throwable;)Ljava/lang/Throwable;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/ext/OptionalHandlerFactory.instantiate:(Ljava/lang/Class;Lcom/fasterxml/jackson/databind/JavaType;)Ljava/lang/Object;", "all", 1, 1, 2
"com/fasterxml/jackson/databind/deser/std/PrimitiveArrayDeserializers$FloatDeser.<init>:()V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/impl/JavaUtilCollectionsDeserializers$JavaUtilCollectionsConverter.<init>:(ILcom/fasterxml/jackson/databind/JavaType;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/type/ClassStack.<init>:(Ljava/lang/Class;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap$UpdateTask.<init>:(Lcom/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap;Lcom/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap$Node;I)V", "all", 1, 1, 1
"java/lang/Class.getGenericSuperclass:()Ljava/lang/reflect/Type;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/impl/CreatorCollector.hasPropertyBasedCreator:()Z", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap.checkNotNull:(Ljava/lang/Object;)V", "all", 1, 0, 2
"com/fasterxml/jackson/databind/jsontype/SubtypeResolver.<init>:()V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.<init>:(Lcom/fasterxml/jackson/databind/cfg/DeserializerFactoryConfig;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap$Builder.concurrencyLevel:(I)Lcom/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap$Builder;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap.drainWriteBuffer:()V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/introspect/SimpleMixInResolver.<init>:(Lcom/fasterxml/jackson/databind/introspect/ClassIntrospector$MixInResolver;)V", "all", 1, 1, 1
"java/lang/IllegalArgumentException.<init>:()V", "all", 1, 0, 2
"com/fasterxml/jackson/databind/deser/std/PrimitiveArrayDeserializers$DoubleDeser.<init>:()V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/BasicDeserializerFactory$CreatorCollectionState.hasImplicitFactoryCandidates:()Z", "all", 1, 1, 1
"com/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap$WeightedValue.<init>:(Ljava/lang/Object;I)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/introspect/POJOPropertyBuilder$5.<init>:(Lcom/fasterxml/jackson/databind/introspect/POJOPropertyBuilder;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/impl/TypeWrappedDeserializer.<init>:(Lcom/fasterxml/jackson/databind/jsontype/TypeDeserializer;Lcom/fasterxml/jackson/databind/JsonDeserializer;)V", "all", 1, 1, 1
"com/fasterxml/jackson/databind/deser/std/StackTraceElementDeserializer.<init>:()V", "all", 1, 1, 1
"java/lang/reflect/Method.getTypeParameters:()[Ljava/lang/reflect/TypeVariable;", "all", 1, 1, 1
"com/fasterxml/jackson/databind/introspect/AnnotatedWithParams.getFullName:()Ljava/lang/String;", "all", 1, 0, 2
"com/fasterxml/jackson/databind/deser/impl/PropertyBasedObjectIdGenerator.<init>:(Ljava/lang/Class;)V", "all", 1, 1, 1
"com/fasterxml/jackson/core/JsonProcessingException.<init>:(Ljava/lang/String;)V", "all", 1, 1, 1
"java/lang/Class.getEnclosingClass:()Ljava/lang/Class;", "all", 1, 1, 1
"java/lang/ReflectiveOperationException.<init>:()V", "all", 1, 0, 2
"com/fasterxml/jackson/databind/cfg/ConfigOverrides.getDefaultVisibility:()Lcom/fasterxml/jackson/databind/introspect/VisibilityChecker;", "all", 1, 1, 1
